title,name,medium,date,country,image_url,objectURL,department
Gilt bronze ring,,"Bronze, gold",-325,Greek/Roman,https://images.metmuseum.org/CRDImages/gr/original/DP142878.jpg,https://www.metmuseum.org/art/collection/search/253709,Greek and Roman Art
Statuette of Harpokrates,,Cupreous metal,-331,Egypt,https://images.metmuseum.org/CRDImages/eg/original/DP245136.jpg,https://www.metmuseum.org/art/collection/search/546216,Egyptian Art
Figurine of a Seated Woman,,"Limestone, organic material, paint, malachite",-3375,Egypt,,https://www.metmuseum.org/art/collection/search/547202,Egyptian Art
Bust of an Official,,Greywacke,-361,Egypt,https://images.metmuseum.org/CRDImages/eg/original/25.2.1_EGDP017888.jpg,https://www.metmuseum.org/art/collection/search/546751,Egyptian Art
Statuette of a fat boy (dwarf ?),,Terracotta,-535,Greek/Roman,,https://www.metmuseum.org/art/collection/search/256170,Greek and Roman Art
Terracotta aryballos (perfume vase) in the form of a boy,,Terracotta,-535,Greek/Roman,https://images.metmuseum.org/CRDImages/gr/original/DT6963.jpg,https://www.metmuseum.org/art/collection/search/256166,Greek and Roman Art
Bronze chariot inlaid with ivory,,"Bronze, ivory",-550,Greek/Roman,https://images.metmuseum.org/CRDImages/gr/original/DP137936.jpg,https://www.metmuseum.org/art/collection/search/247020,Greek and Roman Art
Figure Vessel,,"Ceramic, slip",-550,Ecuador,https://images.metmuseum.org/CRDImages/ao/original/DP-23880-001.jpg,https://www.metmuseum.org/art/collection/search/315062,The Michael C. Rockefeller Wing
Child god wearing Amonian crown and named Horus of Mednit (Aphroditopolis),,Cupreous metal,-647,Egypt,https://images.metmuseum.org/CRDImages/eg/original/10.130.1364_001.jpg,https://www.metmuseum.org/art/collection/search/572088,Egyptian Art
Isis and Horus,,Cupreous metal,-647,Egypt,https://images.metmuseum.org/CRDImages/eg/original/04.2.583_014.jpg,https://www.metmuseum.org/art/collection/search/570683,Egyptian Art
Openwork furniture plaque showing a cow suckling a calf,,Ivory,-750,,https://images.metmuseum.org/CRDImages/an/original/DP110605.jpg,https://www.metmuseum.org/art/collection/search/324688,Ancient Near Eastern Art
Bronze statuette of a philosopher on a lamp stand,,Bronze,-90,Greek/Roman,https://images.metmuseum.org/CRDImages/gr/original/DP337221.jpg,https://www.metmuseum.org/art/collection/search/248466,Greek and Roman Art
"The Fat Kitchen, from the series Monkeys",Peeter van der Borcht,Etching; second state,,,https://images.metmuseum.org/CRDImages/dp/original/DP808188.jpg,https://www.metmuseum.org/art/collection/search/368773,Drawings and Prints
"The Fat Kitchen, from the series Monkeys",Peeter van der Borcht,Etching; second state,,,,https://www.metmuseum.org/art/collection/search/368831,Drawings and Prints
